rph_ID,idhogar,enc_region,enc_rpc,P_AUMENTO_COM,P_INSEG_LUGARES_14,SCREEN_INT_RDV,SCREEN_INT_RFV,SCREEN_INT_RVI,SCREEN_ROB_HUR
92-33-08-61_1,92-33-08-61-H1,6,6106,1.0,85.0,2.0,1.0,2.0,2.0
92-33-11-81_1,92-33-11-81-H1,11,11101,1.0,3.0,,2.0,2.0,2.0
92-33-16-87_2,92-33-16-87-H1,14,14107,88.0,85.0,,2.0,2.0,2.0
92-33-22-74_1,92-33-22-74-H1,13,13501,1.0,85.0,2.0,2.0,2.0,2.0
92-33-35-25_1,92-33-35-25-H1,13,13404,1.0,3.0,2.0,2.0,2.0,2.0
92-33-41-70_1,92-33-41-70-H1,10,10202,2.0,85.0,,2.0,2.0,2.0
92-33-69-53_1,92-33-69-53-H1,13,13131,2.0,85.0,,1.0,2.0,2.0
92-33-85-52_3,92-33-85-52-H1,11,11101,2.0,85.0,2.0,2.0,2.0,2.0
92-33-96-00_3,92-33-96-00-H1,6,6303,1.0,3.0,,2.0,2.0,2.0
92-34-01-14_2,92-34-01-14-H1,13,13121,1.0,85.0,,2.0,1.0,1.0
92-34-10-38_1,92-34-10-38-H1,11,11201,1.0,4.0,2.0,2.0,1.0,2.0
92-34-55-22_2,92-34-55-22-H1,13,13101,2.0,85.0,,2.0,2.0,2.0
92-34-76-58_1,92-34-76-58-H1,16,16101,88.0,4.0,2.0,2.0,2.0,2.0
92-34-83-37_1,92-34-83-37-H1,12,12101,2.0,85.0,,2.0,2.0,2.0
92-35-15-45_2,92-35-15-45-H1,13,13123,2.0,3.0,2.0,2.0,2.0,2.0
92-35-73-86_3,92-35-73-86-H1,16,16201,1.0,85.0,,2.0,2.0,2.0
92-35-77-54_2,92-35-77-54-H1,2,2301,2.0,2.0,2.0,2.0,2.0,2.0
92-35-94-26_1,92-35-94-26-H1,7,7102,1.0,85.0,2.0,2.0,2.0,2.0
92-35-95-77_1,92-35-95-77-H1,7,7201,1.0,3.0,,2.0,2.0,2.0
92-36-02-60_1,92-36-02-60-H1,13,13101,1.0,2.0,2.0,2.0,2.0,2.0
92-36-31-44_1,92-36-31-44-H1,2,2101,1.0,4.0,,2.0,2.0,2.0
92-36-80-45_1,92-36-80-45-H1,16,16109,1.0,85.0,,2.0,2.0,2.0
92-36-85-09_2,92-36-85-09-H1,13,13123,3.0,3.0,2.0,2.0,2.0,2.0
92-37-41-48_3,92-37-41-48-H1,14,14101,1.0,4.0,2.0,2.0,2.0,2.0
92-38-84-46_1,92-38-84-46-H1,14,14201,3.0,3.0,2.0,2.0,2.0,2.0
92-39-47-18_4,92-39-47-18-H1,13,13104,1.0,85.0,2.0,1.0,2.0,2.0
92-39-66-90_2,92-39-66-90-H1,10,10101,1.0,3.0,2.0,2.0,2.0,2.0
92-39-78-15_1,92-39-78-15-H1,13,13117,1.0,3.0,,1.0,2.0,2.0
92-39-87-35_2,92-39-87-35-H1,6,6108,1.0,3.0,2.0,2.0,2.0,2.0
92-40-16-76_1,92-40-16-76-H1,4,4102,1.0,3.0,,1.0,2.0,2.0
92-40-54-91_2,92-40-54-91-H1,13,13113,2.0,3.0,2.0,2.0,2.0,2.0
92-41-18-97_1,92-41-18-97-H1,8,8101,2.0,85.0,,2.0,2.0,2.0
92-41-45-19_1,92-41-45-19-H1,7,7201,1.0,2.0,2.0,2.0,2.0,2.0
92-41-56-40_2,92-41-56-40-H1,16,16301,2.0,3.0,2.0,2.0,2.0,2.0
92-41-86-21_2,92-41-86-21-H1,13,13301,2.0,4.0,2.0,2.0,2.0,2.0
92-42-04-24_2,92-42-04-24-H1,2,2101,1.0,85.0,2.0,2.0,2.0,2.0
92-42-05-41_1,92-42-05-41-H1,13,13125,1.0,85.0,,2.0,2.0,2.0
92-42-07-90_1,92-42-07-90-H1,5,5101,2.0,85.0,,2.0,2.0,2.0
92-42-15-43_3,92-42-15-43-H1,5,5804,2.0,85.0,2.0,2.0,2.0,2.0
92-42-34-64_3,92-42-34-64-H1,13,13201,1.0,85.0,2.0,2.0,2.0,2.0
92-42-77-53_1,92-42-77-53-H1,8,8102,1.0,85.0,,2.0,2.0,2.0
92-43-22-65_2,92-43-22-65-H1,8,8107,1.0,85.0,2.0,2.0,2.0,2.0
92-43-23-93_1,92-43-23-93-H1,14,14201,1.0,85.0,,2.0,2.0,2.0
92-43-28-11_2,92-43-28-11-H1,6,6106,1.0,3.0,,2.0,2.0,2.0
92-43-29-47_1,92-43-29-47-H1,9,9202,2.0,85.0,,2.0,2.0,2.0
92-43-49-00_1,92-43-49-00-H1,3,3101,1.0,3.0,2.0,2.0,2.0,2.0
92-43-80-23_3,92-43-80-23-H1,13,13102,1.0,3.0,2.0,2.0,1.0,2.0
92-44-67-63_4,92-44-67-63-H1,6,6201,1.0,3.0,2.0,2.0,2.0,2.0
92-44-71-02_1,92-44-71-02-H1,1,1101,1.0,2.0,2.0,2.0,2.0,2.0
92-45-27-75_2,92-45-27-75-H1,9,9211,1.0,85.0,2.0,2.0,2.0,2.0
92-45-40-43_3,92-45-40-43-H1,2,2301,2.0,85.0,,2.0,2.0,1.0
92-46-07-03_1,92-46-07-03-H1,16,16107,1.0,85.0,2.0,2.0,2.0,2.0
92-46-87-01_1,92-46-87-01-H1,12,12101,2.0,85.0,,2.0,2.0,2.0
92-46-95-20_8,92-46-95-20-H1,1,1101,2.0,85.0,2.0,2.0,2.0,2.0
92-47-16-98_1,92-47-16-98-H1,13,13126,1.0,2.0,,2.0,2.0,2.0
92-47-17-02_1,92-47-17-02-H1,11,11201,2.0,4.0,2.0,2.0,2.0,2.0
92-47-40-90_1,92-47-40-90-H1,13,13114,2.0,4.0,2.0,2.0,2.0,2.0
92-47-44-08_1,92-47-44-08-H1,8,8107,1.0,85.0,2.0,2.0,2.0,2.0
92-47-47-02_2,92-47-47-02-H1,13,13101,1.0,2.0,,2.0,1.0,1.0
92-47-47-15_1,92-47-47-15-H1,13,13125,1.0,3.0,,2.0,2.0,2.0
92-47-66-61_1,92-47-66-61-H1,8,8112,2.0,85.0,2.0,2.0,2.0,2.0
92-47-74-34_1,92-47-74-34-H1,13,13109,1.0,85.0,,2.0,2.0,2.0
92-48-08-71_2,92-48-08-71-H1,8,8102,1.0,3.0,2.0,2.0,2.0,2.0
92-48-57-25_1,92-48-57-25-H1,10,10101,88.0,3.0,,2.0,2.0,2.0
92-48-73-83_2,92-48-73-83-H1,4,4102,1.0,85.0,2.0,2.0,2.0,2.0
92-49-46-08_1,92-49-46-08-H1,8,8301,1.0,85.0,2.0,2.0,2.0,1.0
92-49-89-12_1,92-49-89-12-H1,7,7404,2.0,85.0,2.0,2.0,2.0,2.0
92-50-12-20_1,92-50-12-20-H1,8,8301,1.0,3.0,,2.0,2.0,2.0
92-50-33-01_4,92-50-33-01-H1,16,16101,1.0,3.0,,2.0,2.0,2.0
92-50-89-87_2,92-50-89-87-H1,13,13101,2.0,3.0,,2.0,2.0,2.0
92-51-54-30_2,92-51-54-30-H1,13,13110,1.0,3.0,2.0,2.0,2.0,2.0
92-51-73-80_1,92-51-73-80-H1,13,13101,1.0,3.0,,2.0,2.0,2.0
92-51-74-65_2,92-51-74-65-H1,5,5109,1.0,4.0,,2.0,2.0,2.0
92-51-86-49_2,92-51-86-49-H1,2,2101,1.0,85.0,2.0,2.0,1.0,2.0
92-52-01-08_2,92-52-01-08-H1,3,3301,1.0,85.0,,2.0,2.0,2.0
92-52-24-17_1,92-52-24-17-H1,5,5601,1.0,85.0,2.0,2.0,2.0,2.0
92-52-51-16_1,92-52-51-16-H1,5,5501,1.0,3.0,2.0,2.0,2.0,2.0
92-52-59-13_1,92-52-59-13-H1,5,5101,1.0,2.0,1.0,2.0,2.0,2.0
92-53-07-53_2,92-53-07-53-H1,5,5109,1.0,85.0,2.0,1.0,2.0,2.0
92-53-36-45_1,92-53-36-45-H1,1,1401,1.0,3.0,,2.0,2.0,2.0
92-53-51-23_1,92-53-51-23-H1,9,9119,1.0,3.0,,2.0,2.0,2.0
92-53-63-12_1,92-53-63-12-H1,16,16302,1.0,85.0,2.0,2.0,2.0,2.0
92-53-66-17_1,92-53-66-17-H1,4,4101,1.0,85.0,,2.0,2.0,2.0
92-53-68-47_1,92-53-68-47-H1,13,13404,1.0,85.0,,2.0,2.0,2.0
92-53-77-91_1,92-53-77-91-H1,13,13501,1.0,85.0,2.0,2.0,2.0,2.0
92-53-95-07_1,92-53-95-07-H1,13,13130,1.0,2.0,2.0,2.0,2.0,2.0
92-54-14-41_1,92-54-14-41-H1,6,6115,1.0,1.0,,2.0,2.0,1.0
92-54-25-91_4,92-54-25-91-H1,2,2101,1.0,2.0,,2.0,1.0,2.0
92-54-27-03_1,92-54-27-03-H1,13,13119,1.0,2.0,2.0,1.0,2.0,2.0
92-54-59-75_1,92-54-59-75-H1,13,13111,1.0,85.0,2.0,2.0,2.0,2.0
92-54-68-77_1,92-54-68-77-H1,13,13104,1.0,3.0,2.0,2.0,2.0,2.0
92-54-69-10_1,92-54-69-10-H1,13,13122,1.0,3.0,2.0,2.0,2.0,2.0
92-54-94-46_1,92-54-94-46-H1,16,16102,1.0,3.0,,2.0,2.0,2.0
92-55-55-90_2,92-55-55-90-H1,6,6101,2.0,3.0,2.0,2.0,2.0,2.0
92-55-63-70_1,92-55-63-70-H1,7,7401,1.0,85.0,,2.0,2.0,2.0
92-55-90-13_1,92-55-90-13-H1,13,13102,1.0,3.0,,2.0,2.0,2.0
92-55-96-92_2,92-55-96-92-H1,10,10109,2.0,85.0,2.0,2.0,2.0,2.0
92-56-00-49_2,92-56-00-49-H1,13,13605,1.0,85.0,2.0,2.0,2.0,2.0
92-56-07-94_1,92-56-07-94-H1,7,7101,1.0,2.0,2.0,2.0,2.0,2.0
92-56-60-85_1,92-56-60-85-H1,13,13604,1.0,85.0,,2.0,2.0,2.0
92-56-78-91_1,92-56-78-91-H1,6,6101,1.0,85.0,,2.0,2.0,2.0
92-56-79-44_2,92-56-79-44-H1,13,13128,1.0,2.0,1.0,1.0,1.0,2.0
92-56-83-76_3,92-56-83-76-H1,13,13132,1.0,4.0,2.0,2.0,2.0,1.0
92-56-96-01_4,92-56-96-01-H1,2,2101,1.0,4.0,2.0,2.0,2.0,2.0
92-57-78-46_1,92-57-78-46-H1,13,13130,1.0,2.0,,2.0,2.0,2.0
92-57-94-21_3,92-57-94-21-H1,13,13107,1.0,85.0,,2.0,2.0,2.0
92-57-98-76_2,92-57-98-76-H1,5,5502,2.0,3.0,,2.0,2.0,2.0
92-58-18-94_1,92-58-18-94-H1,12,12401,1.0,3.0,,2.0,2.0,2.0
92-58-35-48_1,92-58-35-48-H1,6,6115,1.0,85.0,,2.0,2.0,2.0
92-58-41-79_4,92-58-41-79-H1,7,7102,1.0,3.0,2.0,2.0,2.0,2.0
92-58-92-11_3,92-58-92-11-H1,7,7301,1.0,2.0,2.0,2.0,2.0,2.0
92-59-07-47_3,92-59-07-47-H1,8,8301,1.0,85.0,,2.0,2.0,2.0
92-59-74-38_2,92-59-74-38-H1,7,7401,1.0,3.0,,2.0,2.0,2.0
92-59-87-18_2,92-59-87-18-H1,7,7301,1.0,85.0,,2.0,2.0,2.0
92-59-91-19_3,92-59-91-19-H1,5,5804,1.0,85.0,2.0,2.0,2.0,2.0
92-60-09-99_1,92-60-09-99-H1,8,8107,1.0,3.0,2.0,2.0,2.0,2.0
92-60-13-05_2,92-60-13-05-H1,13,13122,2.0,3.0,,2.0,2.0,2.0
92-60-50-77_1,92-60-50-77-H1,12,12101,2.0,3.0,2.0,2.0,2.0,2.0
92-60-72-17_1,92-60-72-17-H1,5,5401,3.0,3.0,2.0,2.0,2.0,2.0
92-61-69-49_1,92-61-69-49-H1,16,16301,1.0,3.0,1.0,2.0,2.0,1.0
92-62-09-20_6,92-62-09-20-H3,13,13126,2.0,3.0,,2.0,2.0,2.0
92-62-21-69_2,92-62-21-69-H1,13,13112,1.0,3.0,,2.0,2.0,2.0
92-62-35-49_1,92-62-35-49-H1,5,5802,1.0,85.0,2.0,2.0,2.0,2.0
92-62-39-02_2,92-62-39-02-H1,13,13120,1.0,3.0,2.0,2.0,2.0,2.0
92-62-49-17_1,92-62-49-17-H1,13,13119,1.0,3.0,,2.0,2.0,2.0
92-62-54-21_1,92-62-54-21-H1,4,4102,2.0,3.0,2.0,2.0,2.0,2.0
92-62-76-04_2,92-62-76-04-H1,13,13605,1.0,85.0,1.0,2.0,2.0,2.0
92-62-78-60_1,92-62-78-60-H1,13,13201,1.0,85.0,2.0,2.0,2.0,2.0
92-62-85-87_1,92-62-85-87-H1,13,13131,1.0,85.0,1.0,1.0,1.0,2.0
92-62-86-42_1,92-62-86-42-H1,7,7406,1.0,3.0,1.0,2.0,2.0,2.0
92-62-97-97_1,92-62-97-97-H1,13,13601,1.0,85.0,,2.0,2.0,2.0
92-63-17-39_2,92-63-17-39-H1,13,13605,1.0,85.0,2.0,2.0,2.0,2.0
92-63-20-08_1,92-63-20-08-H1,2,2101,1.0,3.0,2.0,1.0,2.0,2.0
92-64-73-48_1,92-64-73-48-H1,5,5601,1.0,85.0,,2.0,2.0,2.0
92-64-95-03_1,92-64-95-03-H1,3,3101,1.0,85.0,,2.0,2.0,2.0
92-64-97-22_1,92-64-97-22-H1,7,7102,1.0,3.0,2.0,2.0,2.0,1.0
92-65-12-34_1,92-65-12-34-H1,2,2201,1.0,85.0,,2.0,2.0,2.0
92-66-18-34_3,92-66-18-34-H1,13,13106,1.0,85.0,2.0,2.0,1.0,2.0
92-66-19-88_1,92-66-19-88-H1,16,16107,1.0,1.0,2.0,2.0,2.0,2.0
92-66-25-71_3,92-66-25-71-H1,5,5801,1.0,85.0,,2.0,1.0,1.0
92-66-28-97_1,92-66-28-97-H1,13,13102,2.0,85.0,2.0,2.0,2.0,2.0
92-66-74-57_4,92-66-74-57-H1,7,7301,1.0,85.0,2.0,2.0,2.0,2.0
92-66-74-94_1,92-66-74-94-H1,5,5301,2.0,3.0,2.0,2.0,2.0,2.0
92-66-94-23_1,92-66-94-23-H1,6,6110,1.0,3.0,,2.0,2.0,2.0
92-67-35-99_1,92-67-35-99-H1,13,13126,1.0,2.0,2.0,2.0,2.0,2.0
92-67-40-18_1,92-67-40-18-H1,16,16109,2.0,4.0,,2.0,2.0,2.0
92-67-51-72_1,92-67-51-72-H1,8,8201,1.0,85.0,,1.0,2.0,2.0
92-68-33-10_2,92-68-33-10-H1,10,10301,2.0,2.0,,2.0,2.0,2.0
92-68-59-13_1,92-68-59-13-H1,5,5109,1.0,3.0,1.0,2.0,2.0,2.0
92-69-28-31_1,92-69-28-31-H1,13,13124,2.0,3.0,,2.0,2.0,2.0
92-69-85-98_1,92-69-85-98-H1,13,13119,1.0,85.0,,2.0,2.0,2.0
92-70-38-19_2,92-70-38-19-H1,4,4101,1.0,3.0,2.0,2.0,2.0,2.0
92-70-50-90_1,92-70-50-90-H1,4,4102,1.0,3.0,2.0,2.0,2.0,1.0
92-70-84-26_2,92-70-84-26-H1,13,13126,1.0,3.0,,2.0,2.0,2.0
92-70-95-57_1,92-70-95-57-H1,13,13120,1.0,3.0,2.0,2.0,2.0,2.0
92-70-96-61_2,92-70-96-61-H1,13,13501,1.0,3.0,,1.0,2.0,2.0
92-71-10-38_1,92-71-10-38-H1,13,13120,3.0,3.0,,2.0,2.0,2.0
92-71-34-68_2,92-71-34-68-H1,13,13117,1.0,3.0,2.0,2.0,2.0,2.0
92-71-56-03_1,92-71-56-03-H1,13,13101,1.0,3.0,,2.0,2.0,2.0
92-71-60-98_2,92-71-60-98-H1,4,4301,2.0,85.0,2.0,2.0,2.0,2.0
92-71-73-75_1,92-71-73-75-H1,7,7401,1.0,3.0,,2.0,2.0,2.0
92-71-84-05_2,92-71-84-05-H1,2,2301,1.0,3.0,2.0,2.0,2.0,2.0
92-71-86-56_1,92-71-86-56-H1,10,10101,1.0,3.0,2.0,2.0,2.0,2.0
92-72-18-23_1,92-72-18-23-H1,13,13116,1.0,3.0,,2.0,2.0,2.0
92-72-39-50_2,92-72-39-50-H1,1,1107,1.0,85.0,2.0,2.0,2.0,2.0
92-72-90-09_2,92-72-90-09-H1,13,13404,1.0,85.0,2.0,2.0,2.0,2.0
92-73-01-35_2,92-73-01-35-H1,7,7102,1.0,85.0,,2.0,2.0,2.0
92-73-06-64_1,92-73-06-64-H1,8,8106,1.0,2.0,2.0,2.0,2.0,2.0
92-73-58-54_1,92-73-58-54-H1,9,9101,2.0,3.0,2.0,2.0,2.0,2.0
92-73-73-61_1,92-73-73-61-H1,13,13501,1.0,3.0,2.0,2.0,2.0,2.0
92-74-08-38_2,92-74-08-38-H1,4,4101,1.0,4.0,,2.0,2.0,1.0
92-74-30-53_1,92-74-30-53-H1,8,8101,1.0,2.0,,2.0,2.0,2.0
92-74-49-74_1,92-74-49-74-H1,4,4203,1.0,2.0,2.0,2.0,2.0,2.0
92-74-53-44_1,92-74-53-44-H1,10,10301,1.0,2.0,,2.0,2.0,2.0
92-74-74-20_1,92-74-74-20-H1,13,13101,1.0,4.0,,2.0,2.0,2.0
92-75-22-11_1,92-75-22-11-H1,5,5103,1.0,85.0,2.0,2.0,2.0,2.0
92-75-44-97_1,92-75-44-97-H1,13,13120,1.0,1.0,,2.0,1.0,2.0
92-76-32-40_1,92-76-32-40-H1,13,13402,1.0,3.0,2.0,2.0,2.0,2.0
92-76-48-03_1,92-76-48-03-H1,4,4301,1.0,3.0,2.0,2.0,2.0,2.0
92-76-64-66_2,92-76-64-66-H1,13,13122,1.0,3.0,1.0,2.0,2.0,2.0
92-77-16-75_3,92-77-16-75-H1,13,13116,2.0,3.0,,2.0,1.0,2.0
92-77-37-39_4,92-77-37-39-H1,13,13106,1.0,3.0,2.0,2.0,2.0,1.0
92-77-43-08_4,92-77-43-08-H1,15,15101,1.0,3.0,2.0,2.0,2.0,2.0
92-77-45-70_4,92-77-45-70-H1,5,5101,1.0,1.0,,2.0,1.0,2.0
92-77-53-65_1,92-77-53-65-H1,6,6108,2.0,3.0,,2.0,2.0,2.0
92-77-63-19_1,92-77-63-19-H1,13,13110,1.0,85.0,1.0,2.0,2.0,2.0
92-78-48-32_1,92-78-48-32-H1,10,10102,1.0,2.0,2.0,2.0,2.0,2.0
92-78-87-54_2,92-78-87-54-H1,7,7201,1.0,3.0,,2.0,2.0,2.0
92-78-88-76_2,92-78-88-76-H1,7,7301,1.0,85.0,,2.0,2.0,2.0
92-78-98-14_1,92-78-98-14-H1,13,13110,1.0,2.0,2.0,2.0,2.0,2.0
92-79-13-80_2,92-79-13-80-H1,11,11101,2.0,85.0,2.0,2.0,2.0,2.0
92-79-14-60_3,92-79-14-60-H1,9,9101,1.0,3.0,,2.0,2.0,2.0
92-79-44-30_2,92-79-44-30-H1,10,10201,1.0,85.0,,2.0,2.0,2.0
92-79-44-32_1,92-79-44-32-H1,5,5801,1.0,3.0,,2.0,2.0,2.0
92-79-79-73_1,92-79-79-73-H1,9,9112,1.0,85.0,2.0,2.0,2.0,2.0
92-79-99-57_3,92-79-99-57-H1,8,8110,1.0,3.0,2.0,2.0,2.0,2.0
92-80-31-74_1,92-80-31-74-H1,13,13126,1.0,3.0,,2.0,2.0,2.0
92-80-45-66_3,92-80-45-66-H1,13,13131,1.0,85.0,2.0,2.0,2.0,2.0
92-80-64-56_1,92-80-64-56-H1,5,5802,1.0,85.0,,2.0,2.0,2.0
92-81-12-95_3,92-81-12-95-H1,7,7404,1.0,85.0,2.0,1.0,2.0,2.0
92-81-28-01_1,92-81-28-01-H1,8,8107,1.0,85.0,,2.0,2.0,2.0
92-81-28-38_2,92-81-28-38-H1,7,7301,1.0,85.0,2.0,2.0,2.0,2.0
92-81-31-98_1,92-81-31-98-H1,13,13101,1.0,85.0,2.0,2.0,2.0,2.0
92-81-37-24_1,92-81-37-24-H1,13,13101,1.0,3.0,2.0,2.0,2.0,2.0
92-81-37-77_2,92-81-37-77-H1,15,15101,1.0,85.0,1.0,2.0,2.0,2.0
92-81-73-54_2,92-81-73-54-H1,6,6301,1.0,2.0,2.0,2.0,2.0,2.0
92-82-27-90_2,92-82-27-90-H1,13,13201,2.0,1.0,,2.0,2.0,2.0
92-82-40-99_1,92-82-40-99-H1,13,13117,1.0,85.0,,2.0,2.0,2.0
92-82-50-52_1,92-82-50-52-H1,13,13605,1.0,85.0,2.0,2.0,2.0,2.0
92-82-99-25_1,92-82-99-25-H1,7,7102,2.0,3.0,,2.0,2.0,2.0
92-83-04-65_3,92-83-04-65-H1,7,7105,1.0,85.0,,2.0,2.0,2.0
92-83-12-06_1,92-83-12-06-H1,5,5502,1.0,3.0,2.0,2.0,2.0,2.0
92-83-35-54_1,92-83-35-54-H1,13,13130,2.0,3.0,2.0,2.0,2.0,2.0
92-83-93-18_3,92-83-93-18-H1,5,5802,1.0,3.0,,2.0,2.0,2.0
92-84-04-11_2,92-84-04-11-H1,6,6117,1.0,85.0,2.0,2.0,2.0,2.0
92-84-13-12_1,92-84-13-12-H1,13,13119,1.0,4.0,2.0,2.0,2.0,2.0
92-84-37-96_1,92-84-37-96-H1,4,4101,1.0,85.0,,2.0,2.0,2.0
92-84-65-88_2,92-84-65-88-H1,7,7105,1.0,3.0,2.0,2.0,2.0,2.0
92-84-68-66_1,92-84-68-66-H1,4,4201,1.0,85.0,,2.0,2.0,2.0
92-84-84-20_3,92-84-84-20-H1,7,7301,1.0,3.0,2.0,2.0,2.0,2.0
92-85-01-27_1,92-85-01-27-H1,8,8101,1.0,4.0,,1.0,2.0,2.0
92-85-08-90_1,92-85-08-90-H1,13,13116,1.0,3.0,2.0,2.0,1.0,2.0
92-85-17-05_1,92-85-17-05-H1,14,14101,1.0,85.0,,2.0,2.0,2.0
92-85-18-44_3,92-85-18-44-H1,9,9108,1.0,85.0,2.0,1.0,2.0,2.0
92-85-50-60_1,92-85-50-60-H1,9,9101,1.0,3.0,2.0,2.0,2.0,1.0
92-85-88-44_1,92-85-88-44-H1,13,13105,1.0,4.0,1.0,2.0,1.0,2.0
92-86-19-34_1,92-86-19-34-H1,5,5801,1.0,85.0,,2.0,2.0,2.0
92-86-32-83_1,92-86-32-83-H1,7,7101,1.0,85.0,,2.0,2.0,2.0
92-86-40-41_1,92-86-40-41-H1,7,7201,1.0,3.0,2.0,2.0,2.0,2.0
92-86-75-72_1,92-86-75-72-H1,14,14101,1.0,85.0,2.0,1.0,2.0,2.0
92-86-87-03_2,92-86-87-03-H1,11,11101,1.0,3.0,2.0,2.0,2.0,2.0
92-86-87-76_1,92-86-87-76-H1,2,2201,1.0,2.0,1.0,1.0,2.0,2.0
92-86-94-88_2,92-86-94-88-H1,9,9211,1.0,2.0,,2.0,2.0,2.0
92-87-03-61_1,92-87-03-61-H1,8,8101,1.0,3.0,,2.0,2.0,2.0
92-87-67-18_1,92-87-67-18-H1,10,10301,1.0,3.0,2.0,2.0,2.0,2.0
92-87-78-99_2,92-87-78-99-H1,11,11101,2.0,3.0,2.0,2.0,2.0,2.0
92-88-24-87_1,92-88-24-87-H1,12,12401,2.0,4.0,2.0,2.0,2.0,2.0
92-88-50-70_1,92-88-50-70-H1,13,13119,1.0,3.0,2.0,2.0,2.0,2.0
92-88-52-98_1,92-88-52-98-H1,5,5101,1.0,85.0,,2.0,2.0,2.0
92-88-81-21_1,92-88-81-21-H1,5,5101,1.0,85.0,,2.0,2.0,1.0
92-89-16-15_2,92-89-16-15-H1,1,1101,2.0,85.0,2.0,2.0,2.0,2.0
92-89-25-23_1,92-89-25-23-H1,13,13120,1.0,3.0,2.0,2.0,1.0,2.0
92-89-39-73_2,92-89-39-73-H1,6,6115,1.0,85.0,,2.0,2.0,2.0
92-89-58-26_2,92-89-58-26-H1,13,13130,3.0,3.0,2.0,2.0,2.0,2.0
92-89-67-64_1,92-89-67-64-H1,5,5103,2.0,3.0,,2.0,2.0,2.0
92-90-10-46_1,92-90-10-46-H1,5,5804,1.0,3.0,2.0,2.0,2.0,2.0
92-90-25-61_1,92-90-25-61-H1,14,14108,1.0,4.0,,1.0,2.0,2.0
92-90-30-13_2,92-90-30-13-H1,9,9120,1.0,85.0,,2.0,2.0,2.0
92-90-39-42_1,92-90-39-42-H1,13,13404,2.0,85.0,,2.0,2.0,2.0
92-90-41-99_3,92-90-41-99-H1,16,16101,1.0,85.0,,2.0,2.0,2.0
92-90-42-59_2,92-90-42-59-H1,9,9101,1.0,85.0,2.0,2.0,2.0,2.0
92-90-53-22_1,92-90-53-22-H1,13,13124,1.0,3.0,2.0,2.0,2.0,2.0
92-90-65-97_3,92-90-65-97-H1,13,13119,3.0,3.0,,2.0,2.0,2.0
92-90-73-66_2,92-90-73-66-H1,6,6301,2.0,3.0,,2.0,2.0,2.0
92-90-85-63_1,92-90-85-63-H1,5,5701,1.0,85.0,,2.0,2.0,2.0
92-90-87-82_2,92-90-87-82-H1,13,13104,88.0,3.0,,2.0,2.0,2.0
92-91-07-74_1,92-91-07-74-H1,2,2201,1.0,2.0,2.0,2.0,2.0,2.0
92-91-48-14_1,92-91-48-14-H1,13,13121,2.0,3.0,,2.0,2.0,2.0
92-91-55-37_1,92-91-55-37-H1,13,13115,1.0,85.0,2.0,2.0,2.0,2.0
92-91-86-55_1,92-91-86-55-H1,13,13113,1.0,3.0,2.0,2.0,2.0,2.0
92-91-99-64_2,92-91-99-64-H1,13,13302,1.0,3.0,2.0,2.0,2.0,2.0
92-92-01-01_2,92-92-01-01-H1,7,7304,1.0,85.0,2.0,2.0,2.0,2.0
92-92-09-45_1,92-92-09-45-H1,15,15101,2.0,85.0,2.0,2.0,2.0,2.0
92-92-10-82_1,92-92-10-82-H1,5,5109,1.0,85.0,1.0,1.0,2.0,2.0
92-92-10-90_1,92-92-10-90-H1,13,13123,1.0,3.0,2.0,2.0,2.0,2.0
92-92-12-05_1,92-92-12-05-H1,8,8112,1.0,85.0,,2.0,2.0,2.0
92-92-19-07_2,92-92-19-07-H1,8,8103,1.0,3.0,1.0,2.0,2.0,2.0
92-92-28-37_1,92-92-28-37-H1,13,13604,2.0,4.0,,2.0,2.0,2.0
92-92-76-38_2,92-92-76-38-H1,5,5501,2.0,85.0,,2.0,2.0,2.0
92-93-77-96_2,92-93-77-96-H1,13,13110,1.0,3.0,2.0,2.0,2.0,2.0
92-93-86-58_2,92-93-86-58-H1,11,11201,1.0,85.0,,2.0,2.0,2.0
92-93-90-88_2,92-93-90-88-H1,6,6106,2.0,85.0,2.0,2.0,2.0,2.0
92-94-13-28_1,92-94-13-28-H1,13,13102,1.0,3.0,2.0,2.0,2.0,2.0
92-94-28-91_2,92-94-28-91-H1,13,13501,1.0,3.0,2.0,2.0,2.0,2.0
92-94-62-83_1,92-94-62-83-H1,13,13131,1.0,85.0,,2.0,2.0,2.0
92-94-65-17_1,92-94-65-17-H1,13,13104,1.0,85.0,,2.0,2.0,2.0
92-94-96-09_2,92-94-96-09-H1,9,9108,1.0,85.0,2.0,2.0,2.0,2.0
92-94-98-53_2,92-94-98-53-H1,13,13118,1.0,3.0,2.0,2.0,2.0,2.0
92-95-00-35_1,92-95-00-35-H1,7,7102,1.0,2.0,1.0,2.0,1.0,2.0
92-95-11-66_3,92-95-11-66-H1,13,13119,1.0,3.0,2.0,2.0,2.0,1.0
92-95-13-96_1,92-95-13-96-H1,13,13117,1.0,85.0,,2.0,2.0,2.0
92-95-21-33_4,92-95-21-33-H1,13,13119,3.0,3.0,,2.0,1.0,2.0
92-95-39-82_1,92-95-39-82-H1,6,6115,1.0,85.0,,2.0,2.0,2.0
92-95-42-64_2,92-95-42-64-H1,2,2101,1.0,2.0,,2.0,2.0,2.0
92-95-72-33_1,92-95-72-33-H1,2,2101,1.0,85.0,,2.0,2.0,2.0
